276.235	1918	12
277.779	1919	1
254.991	1919	2
275.08	1919	3
247.409	1919	4
258.616	1919	5
142.268	1919	6
162.389	1919	7
108.164	1919	8
196.941	1919	9
157.089	1919	10
247.082	1919	11
272.321	1919	12
308.211	1920	1
218.549	1920	2
255.935	1920	3
315.237	1920	4
217.513	1920	5
193.524	1920	6
138.829	1920	7
180.421	1920	8
191.928	1920	9
247.014	1920	10
247.861	1920	11
239.56	1920	12
308.546	1921	1
299.659	1921	2
315.843	1921	3
244.091	1921	4
247.801	1921	5
194.777	1921	6
183.145	1921	7
156.785	1921	8
198.622	1921	9
247.823	1921	10
252.315	1921	11
265.865	1921	12
297.541	1922	1
219.167	1922	2
285.709	1922	3
276.879	1922	4
255.037	1922	5
172.004	1922	6
140.537	1922	7
170.238	1922	8
158.537	1922	9
238.715	1922	10
228.015	1922	11
245.839	1922	12
301.628	1923	1
270.072	1923	2
250.042	1923	3
237.758	1923	4
236.035	1923	5
159.817	1923	6
199.443	1923	7
109.82	1923	8
132.393	1923	9
197.82	1923	10
239.865	1923	11
274.376	1923	12
289.947	1924	1
276.13	1924	2
347.38	1924	3
282.87	1924	4
293.092	1924	5
211.754	1924	6
148.45	1924	7
166.047	1924	8
188.672	1924	9
238.711	1924	10
295.737	1924	11
280.175	1924	12
272.24	1925	1
297.441	1925	2
272.956	1925	3
260.721	1925	4
202.106	1925	5
198.68	1925	6
121.071	1925	7
135.366	1925	8
195.218	1925	9
194.915	1925	10
255.816	1925	11
314.986	1925	12
267.656	1926	1
244.273	1926	2
274.412	1926	3
272.638	1926	4
273.704	1926	5
168.308	1926	6
131.719	1926	7
148.792	1926	8
186.623	1926	9
207.543	1926	10
257.786	1926	11
290.575	1926	12
267.03	1927	1
230.283	1927	2
312.95	1927	3
289.167	1927	4
245.848	1927	5
184.847	1927	6
135.824	1927	7
142.686	1927	8
214.979	1927	9
212.069	1927	10
278.458	1927	11
290.109	1927	12
284.974	1928	1
292.111	1928	2
284.665	1928	3
261.005	1928	4
218.634	1928	5
150.72	1928	6
151.949	1928	7
178.883	1928	8
137.981	1928	9
251.897	1928	10
284.047	1928	11
313.54	1928	12
262.43	1929	1
264.25	1929	2
304.575	1929	3
252.104	1929	4
224.048	1929	5
194.398	1929	6
124.826	1929	7
162.436	1929	8
199.818	1929	9
217.492	1929	10
263.599	1929	11
283.594	1929	12
252.791	1930	1
215.815	1930	2
317.883	1930	3
279.822	1930	4
254.487	1930	5
194.944	1930	6
102.421	1930	7
121.701	1930	8
121.402	1930	9
270.356	1930	10
231.8	1930	11
318.77	1930	12
323.689	1931	1
248.889	1931	2
305.612	1931	3
291.838	1931	4
279.196	1931	5
217.351	1931	6
189.018	1931	7
156.785	1931	8
257.683	1931	9
242.098	1931	10
260.719	1931	11
301.642	1931	12
288.414	1932	1
253.181	1932	2
342.481	1932	3
308.739	1932	4
293.451	1932	5
229.58	1932	6
170.76	1932	7
197.069	1932	8
157.38	1932	9
282.423	1932	10
256.783	1932	11
314.159	1932	12
317.637	1933	1
234.439	1933	2
315.963	1933	3
261.859	1933	4
266.829	1933	5
191.791	1933	6
173.402	1933	7
249.349	1933	8
218.599	1933	9
251.739	1933	10
289.986	1933	11
266.523	1933	12
325.125	1934	1
224.583	1934	2
294.133	1934	3
289.716	1934	4
200.717	1934	5
220.658	1934	6
204.052	1934	7
190.498	1934	8
154.073	1934	9
236.756	1934	10
299.576	1934	11
254.773	1934	12
260.084	1935	1
249.822	1935	2
287.254	1935	3
301.309	1935	4
257.67	1935	5
182.181	1935	6
133.834	1935	7
165.923	1935	8
137.354	1935	9
308.148	1935	10
283.489	1935	11
279.39	1935	12
317.005	1936	1
250.267	1936	2
301.614	1936	3
316.665	1936	4
278.843	1936	5
208.658	1936	6
184.056	1936	7
169.88	1936	8
173.589	1936	9
270.619	1936	10
291.952	1936	11
263.94	1936	12
269.102	1937	1
245.246	1937	2
261.659	1937	3
331.927	1937	4
266.457	1937	5
204.98	1937	6
202.576	1937	7
171.447	1937	8
196.376	1937	9
225.413	1937	10
250.465	1937	11
304.811	1937	12
289.871	1938	1
224.695	1938	2
334.494	1938	3
259.864	1938	4
281.625	1938	5
176.549	1938	6
188.41	1938	7
222.425	1938	8
176.803	1938	9
200.56	1938	10
290.967	1938	11
310.353	1938	12
283.186	1939	1
228.826	1939	2
222.835	1939	3
314.549	1939	4
288.634	1939	5
240.281	1939	6
163.05	1939	7
174.288	1939	8
209.324	1939	9
217.437	1939	10
234.026	1939	11
273.962	1939	12
258.031	1940	1
259.458	1940	2
265.22	1940	3
269.098	1940	4
284.733	1940	5
182.631	1940	6
120.679	1940	7
155.994	1940	8
147.895	1940	9
169.81	1940	10
211.997	1940	11
276.696	1940	12
279.562	1941	1
271.127	1941	2
290.038	1941	3
295.447	1941	4
277.979	1941	5
154.297	1941	6
130.043	1941	7
129.321	1941	8
166.954	1941	9
173.443	1941	10
286.649	1941	11
312.333	1941	12
275.236	1942	1
234.754	1942	2
284.595	1942	3
304.952	1942	4
240.344	1942	5
207.606	1942	6
166.354	1942	7
177.704	1942	8
176.121	1942	9
267.828	1942	10
275.045	1942	11
323.552	1942	12
274.626	1943	1
291.705	1943	2
346.402	1943	3
277.35	1943	4
228.459	1943	5
181.257	1943	6
171.663	1943	7
181.03	1943	8
190.55	1943	9
247.753	1943	10
268.738	1943	11
275.8	1943	12
249.151	1944	1
272.371	1944	2
276.824	1944	3
263.923	1944	4
252.04	1944	5
186.784	1944	6
140.315	1944	7
147.719	1944	8
185.716	1944	9
196.204	1944	10
277.937	1944	11
243.038	1944	12
273.415	1945	1
294.811	1945	2
321.3	1945	3
265.025	1945	4
229.115	1945	5
172.563	1945	6
163.725	1945	7
193.256	1945	8
193.272	1945	9
247.97	1945	10
243.238	1945	11
273.038	1945	12
278.88	1946	1
269	1946	2
280.533	1946	3
274.859	1946	4
218.665	1946	5
174.057	1946	6
145.546	1946	7
160.074	1946	8
178.774	1946	9
204.559	1946	10
237.058	1946	11
301.86	1946	12
271.308	1947	1
305.281	1947	2
347.359	1947	3
303.356	1947	4
201.003	1947	5
177.176	1947	6
176.755	1947	7
223.743	1947	8
225.743	1947	9
216.895	1947	10
250.644	1947	11
319.413	1947	12
318.115	1948	1
306.966	1948	2
344.527	1948	3
251.455	1948	4
256.302	1948	5
191.884	1948	6
191.941	1948	7
193.081	1948	8
204.351	1948	9
167.379	1948	10
305.713	1948	11
249.427	1948	12
285.092	1949	1
247.327	1949	2
249.623	1949	3
294.273	1949	4
254.644	1949	5
228.646	1949	6
204.776	1949	7
166.476	1949	8
201.405	1949	9
243.304	1949	10
247.99	1949	11
295.974	1949	12
281.41	1950	1
254.082	1950	2
244.327	1950	3
326.03	1950	4
259.358	1950	5
200.663	1950	6
159.66	1950	7
248.641	1950	8
199.074	1950	9
269.919	1950	10
290.895	1950	11
277.003	1950	12
297.231	1951	1
308.557	1951	2
236.42	1951	3
235.277	1951	4
239.185	1951	5
187.125	1951	6
191.243	1951	7
138.087	1951	8
180.152	1951	9
186.212	1951	10
185.783	1951	11
256.207	1951	12
291.941	1952	1
356.929	1952	2
348.153	1952	3
259.46	1952	4
231.484	1952	5
180.349	1952	6
158.819	1952	7
198.441	1952	8
188.5	1952	9
264.689	1952	10
309.131	1952	11
297.57	1952	12
285.324	1953	1
245.233	1953	2
291.87	1953	3
300.14	1953	4
311.098	1953	5
169.129	1953	6
200.947	1953	7
140.118	1953	8
157.418	1953	9
208.578	1953	10
286.913	1953	11
263.078	1953	12
303.54	1954	1
256.42	1954	2
329.755	1954	3
337.144	1954	4
259.124	1954	5
222.515	1954	6
209.071	1954	7
237.533	1954	8
226.657	1954	9
315.697	1954	10
279.412	1954	11
300.408	1954	12
297.279	1955	1
305.603	1955	2
271.112	1955	3
302.547	1955	4
281.4	1955	5
228.027	1955	6
272.152	1955	7
291.883	1955	8
252.218	1955	9
282.244	1955	10
319.595	1955	11
306.75	1955	12
294.661	1956	1
237.65	1956	2
249.858	1956	3
258.919	1956	4
256.047	1956	5
249.182	1956	6
175.182	1956	7
275.362	1956	8
178.039	1956	9
271.588	1956	10
317.723	1956	11
322.583	1956	12
237.999	1957	1
258.23	1957	2
294.621	1957	3
247.566	1957	4
207.014	1957	5
166.152	1957	6
252.781	1957	7
174.929	1957	8
144.604	1957	9
148.007	1957	10
205.74	1957	11
375.94	1957	12
251.046	1958	1
273.737	1958	2
291.78	1958	3
263.851	1958	4
268.217	1958	5
217.035	1958	6
109.349	1958	7
254.106	1958	8
136.83	1958	9
250.094	1958	10
283.371	1958	11
285.266	1958	12
222.809	1959	1
233.295	1959	2
333.651	1959	3
334.791	1959	4
296.773	1959	5
248.229	1959	6
162.221	1959	7
129.275	1959	8
153.942	1959	9
181.159	1959	10
217.427	1959	11
308.047	1959	12
291.669	1960	1
287.697	1960	2
243.038	1960	3
258.804	1960	4
260.906	1960	5
170.363	1960	6
225.102	1960	7
155.376	1960	8
212.284	1960	9
159.578	1960	10
265.676	1960	11
282.848	1960	12
287.209	1961	1
273.351	1961	2
280.799	1961	3
284.897	1961	4
245.714	1961	5
170.945	1961	6
137.004	1961	7
113.802	1961	8
133.159	1961	9
113.458	1961	10
203.089	1961	11
258.602	1961	12
358.432	1962	1
268.44	1962	2
346.997	1962	3
316.441	1962	4
249.008	1962	5
221.169	1962	6
140.549	1962	7
201.708	1962	8
198.842	1962	9
227.923	1962	10
278.211	1962	11
305.759	1962	12
383.269	1963	1
312.872	1963	2
269.993	1963	3
211.165	1963	4
208.077	1963	5
129.635	1963	6
109.082	1963	7
178.586	1963	8
132.498	1963	9
138.743	1963	10
179.053	1963	11
254.732	1963	12
280.682	1964	1
294.262	1964	2
329.423	1964	3
313.434	1964	4
230.545	1964	5
163.262	1964	6
226.995	1964	7
170.783	1964	8
246.507	1964	9
296.686	1964	10
316.836	1964	11
264.941	1964	12
262.363	1965	1
255.567	1965	2
288.612	1965	3
227.151	1965	4
297.831	1965	5
149.679	1965	6
77.5912	1965	7
120.774	1965	8
105.402	1965	9
164.397	1965	10
173.907	1965	11
288.203	1965	12
306.151	1966	1
282.714	1966	2
355.235	1966	3
270.97	1966	4
192.575	1966	5
157.099	1966	6
104.77	1966	7
228.454	1966	8
143.273	1966	9
261.443	1966	10
278.546	1966	11
280.525	1966	12
314.845	1967	1
245.405	1967	2
215.505	1967	3
252.106	1967	4
232.577	1967	5
193.615	1967	6
146.085	1967	7
123.979	1967	8
112.896	1967	9
149.833	1967	10
235.287	1967	11
294.879	1967	12
294.395	1968	1
182.315	1968	2
326.964	1968	3
223.407	1968	4
277.18	1968	5
190.424	1968	6
247.73	1968	7
184.197	1968	8
160.433	1968	9
227.021	1968	10
248.268	1968	11
322.706	1968	12
231.063	1969	1
243.765	1969	2
284.279	1969	3
293.376	1969	4
238.087	1969	5
175.669	1969	6
151.245	1969	7
181.651	1969	8
168.782	1969	9
212.531	1969	10
231.066	1969	11
285.932	1969	12
285.53	1970	1
259.717	1970	2
296.429	1970	3
319.03	1970	4
289.085	1970	5
220.55	1970	6
179.549	1970	7
168.694	1970	8
234.533	1970	9
261.195	1970	10
288.402	1970	11
321.792	1970	12
313.737	1971	1
249.718	1971	2
249.357	1971	3
205.894	1971	4
235.721	1971	5
246.351	1971	6
183.19	1971	7
272.217	1971	8
284.322	1971	9
277.206	1971	10
286.176	1971	11
294.189	1971	12
225.891	1972	1
233.043	1972	2
282.15	1972	3
269.163	1972	4
233.209	1972	5
127.329	1972	6
78.1196	1972	7
105.271	1972	8
97.1648	1972	9
113.158	1972	10
192.227	1972	11
266.963	1972	12
269.052	1973	1
216.325	1973	2
324.564	1973	3
356.455	1973	4
300.252	1973	5
243.923	1973	6
169.111	1973	7
236.33	1973	8
318.318	1973	9
230.141	1973	10
262.358	1973	11
329.38	1973	12
170.324	1974	1
283.454	1974	2
219.653	1974	3
303.917	1974	4
201.424	1974	5
202.518	1974	6
216.641	1974	7
148.375	1974	8
296.578	1974	9
257.992	1974	10
281.073	1974	11
262.895	1974	12
264.424	1975	1
266.709	1975	2
288.561	1975	3
286.689	1975	4
252.162	1975	5
210.94	1975	6
226.452	1975	7
240.825	1975	8
272.482	1975	9
335.963	1975	10
308.142	1975	11
314.366	1975	12
246.995	1976	1
210.44	1976	2
292.647	1976	3
242.727	1976	4
212.845	1976	5
173.131	1976	6
146.635	1976	7
127.385	1976	8
117.459	1976	9
257.231	1976	10
345.142	1976	11
268.241	1976	12
253.659	1977	1
336.353	1977	2
262.967	1977	3
307.027	1977	4
226.341	1977	5
203.141	1977	6
178.533	1977	7
202.489	1977	8
124.428	1977	9
203.167	1977	10
240.976	1977	11
304.624	1977	12
280.591	1978	1
221.132	1978	2
352.179	1978	3
260.601	1978	4
259.668	1978	5
222.7	1978	6
234.164	1978	7
215.649	1978	8
269.733	1978	9
236.932	1978	10
254.976	1978	11
324.256	1978	12
220.245	1979	1
230.157	1979	2
253.286	1979	3
261.252	1979	4
258.888	1979	5
239.886	1979	6
170.775	1979	7
118.901	1979	8
193.589	1979	9
185.765	1979	10
293.902	1979	11
274.51	1979	12
250.783	1980	1
244.052	1980	2
238.005	1980	3
327.272	1980	4
283.545	1980	5
196.824	1980	6
139.418	1980	7
197.578	1980	8
135.005	1980	9
209.151	1980	10
268.036	1980	11
289.433	1980	12
243.795	1981	1
231.383	1981	2
274.738	1981	3
336.457	1981	4
297.546	1981	5
208.314	1981	6
260.047	1981	7
74.6982	1981	8
273.278	1981	9
209.675	1981	10
305.468	1981	11
309.692	1981	12
287.332	1982	1
244.084	1982	2
270.663	1982	3
297.557	1982	4
231.61	1982	5
141.718	1982	6
101.341	1982	7
75.7883	1982	8
81.1283	1982	9
122.51	1982	10
159.036	1982	11
254.559	1982	12
250.919	1983	1
202.889	1983	2
232.698	1983	3
253.553	1983	4
324.412	1983	5
200.045	1983	6
187.672	1983	7
180.846	1983	8
185.608	1983	9
265.905	1983	10
285.517	1983	11
295.371	1983	12
306.597	1984	1
293.615	1984	2
321.556	1984	3
327.478	1984	4
355.399	1984	5
193.299	1984	6
242.156	1984	7
181.008	1984	8
246.914	1984	9
211.598	1984	10
225.04	1984	11
304.822	1984	12
233.563	1985	1
258.692	1985	2
281.273	1985	3
279.58	1985	4
274.45	1985	5
220.51	1985	6
207.114	1985	7
181.37	1985	8
222.849	1985	9
274.939	1985	10
279.24	1985	11
289.511	1985	12
318.811	1986	1
219.412	1986	2
343.239	1986	3
312.518	1986	4
180.281	1986	5
224.221	1986	6
194.268	1986	7
145.927	1986	8
202.177	1986	9
260.525	1986	10
282.711	1986	11
229.928	1986	12
318.092	1987	1
202.445	1987	2
261.392	1987	3
241.601	1987	4
226.539	1987	5
135.498	1987	6
128.41	1987	7
168.619	1987	8
126.297	1987	9
150.942	1987	10
245.129	1987	11
307.606	1987	12
325.441	1988	1
249.022	1988	2
354.142	1988	3
201.435	1988	4
257.069	1988	5
202.979	1988	6
196.411	1988	7
287.953	1988	8
229.051	1988	9
257.542	1988	10
305.925	1988	11
285.557	1988	12
317.094	1989	1
246.966	1989	2
270.389	1989	3
275.437	1989	4
288.569	1989	5
216.147	1989	6
228.759	1989	7
211.056	1989	8
222.652	1989	9
258.365	1989	10
246.769	1989	11
266.887	1989	12
377.837	1990	1
231.302	1990	2
229.054	1990	3
254.182	1990	4
207.157	1990	5
195.141	1990	6
183.252	1990	7
136.762	1990	8
159.829	1990	9
231.687	1990	10
179.018	1990	11
294.163	1990	12
276.863	1991	1
217.155	1991	2
303.334	1991	3
336.473	1991	4
215.972	1991	5
118.67	1991	6
133.635	1991	7
118.436	1991	8
95.1606	1991	9
138.273	1991	10
234.597	1991	11
309.353	1991	12
228.131	1992	1
221.278	1992	2
250.636	1992	3
291.255	1992	4
239.862	1992	5
153.164	1992	6
180.381	1992	7
158.934	1992	8
198.815	1992	9
236.894	1992	10
221.455	1992	11
302.035	1992	12
273.174	1993	1
191.578	1993	2
262.971	1993	3
273.603	1993	4
274.875	1993	5
180.976	1993	6
145.023	1993	7
121.518	1993	8
136.045	1993	9
182.776	1993	10
250.27	1993	11
275.168	1993	12
282.614	1994	1
255.695	1994	2
364.051	1994	3
296.723	1994	4
225.738	1994	5
183.286	1994	6
84.2406	1994	7
143.06	1994	8
75.2908	1994	9
143.927	1994	10
202.174	1994	11
298.768	1994	12
326.591	1995	1
310.175	1995	2
324.361	1995	3
299.805	1995	4
215.19	1995	5
193.36	1995	6
171.646	1995	7
206.598	1995	8
192.958	1995	9
232.552	1995	10
321.029	1995	11
297.169	1995	12
271.098	1996	1
290.296	1996	2
233.351	1996	3
295.871	1996	4
204.425	1996	5
177.557	1996	6
141.136	1996	7
220.638	1996	8
168.492	1996	9
319.371	1996	10
284.971	1996	11
316.683	1996	12
223.794	1997	1
279.988	1997	2
241.123	1997	3
239.681	1997	4
194.19	1997	5
91.3394	1997	6
142.808	1997	7
91.726	1997	8
96.8714	1997	9
133.2	1997	10
190.927	1997	11
270.258	1997	12
220.268	1998	1
203.539	1998	2
258.166	1998	3
254.695	1998	4
267.215	1998	5
246.411	1998	6
217.345	1998	7
241.809	1998	8
270.201	1998	9
295.462	1998	10
314.006	1998	11
314.463	1998	12
328.596	1999	1
270.084	1999	2
308.774	1999	3
285.484	1999	4
230.814	1999	5
192.122	1999	6
216.503	1999	7
179.435	1999	8
184.807	1999	9
321.922	1999	10
261.843	1999	11
297.348	1999	12
298.004	2000	1
250.758	2000	2
301.55	2000	3
279.658	2000	4
239.274	2000	5
250.359	2000	6
169.902	2000	7
186.601	2000	8
199.597	2000	9
306.045	2000	10
347.084	2000	11
281.618	2000	12
341.008	2001	1
255.063	2001	2
325.607	2001	3
301.525	2001	4
178.44	2001	5
202.398	2001	6
124.66	2001	7
141.784	2001	8
218.799	2001	9
298.757	2001	10
279.333	2001	11
279.938	2001	12
296.158	2002	1
214.953	2002	2
296.054	2002	3
262.049	2002	4
222.858	2002	5
182.552	2002	6
139.714	2002	7
138.578	2002	8
151.973	2002	9
154.236	2002	10
272.078	2002	11
314.866	2002	12
300.959	2003	1
286.267	2003	2
318.647	2003	3
296.608	2003	4
224.613	2003	5
160.72	2003	6
169.529	2003	7
210.676	2003	8
200.139	2003	9
274.364	2003	10
272.593	2003	11
324.946	2003	12
333.281	2004	1
235.4	2004	2
308.083	2004	3
256.295	2004	4
250.205	2004	5
141.649	2004	6
178.221	2004	7
78.453	2004	8
184.926	2004	9
187.983	2004	10
282.106	2004	11
316.522	2004	12
268.781	2005	1
219.352	2005	2
277.787	2005	3
309.804	2005	4
243.027	2005	5
174.88	2005	6
171.225	2005	7
151.49	2005	8
161.345	2005	9
291.454	2005	10
278.888	2005	11
303.989	2005	12
286.448	2006	1
299.892	2006	2
278.325	2006	3
312.518	2006	4
229.664	2006	5
259.555	2006	6
118.214	2006	7
118.287	2006	8
159.053	2006	9
120.381	2006	10
187.226	2006	11
302.207	2006	12
289.176	2007	1
302.97	2007	2
304.782	2007	3
304.573	2007	4
273.294	2007	5
256.436	2007	6
210.086	2007	7
173.889	2007	8
160.384	2007	9
192.96	2007	10
240.639	2007	11
304.967	2007	12
236.973	2008	1
265.674	2008	2
341.485	2008	3
288.687	2008	4
201.717	2008	5
256.897	2008	6
204.507	2008	7
208.424	2008	8
209.227	2008	9
279.849	2008	10
328.193	2008	11
357.062	2008	12
310.533	2009	1
279.174	2009	2
347.858	2009	3
306.946	2009	4
202.417	2009	5
161.129	2009	6
164.934	2009	7
172.475	2009	8
148.136	2009	9
212.162	2009	10
291.446	2009	11
316.627	2009	12
289.622	2010	1
240.492	2010	2
345.867	2010	3
334.777	2010	4
335.589	2010	5
273.368	2010	6
252.118	2010	7
266.842	2010	8
366.32	2010	9
303.848	2010	10
317.089	2010	11
279.449	2010	12
285.798	2011	1
264.702	2011	2
297.697	2011	3
295.2	2011	4
281.598	2011	5
240.042	2011	6
151.528	2011	7
151.29	2011	8
175.572	2011	9
278.137	2011	10
286.122	2011	11
350.276	2011	12
276.926	2012	1
291.002	2012	2
351.712	2012	3
299.425	2012	4
295.162	2012	5
175.537	2012	6
180.017	2012	7
156.192	2012	8
162.801	2012	9
235.059	2012	10
322.199	2012	11
289.749	2012	12
256.249	2013	1
339.174	2013	2
276.881	2013	3
279.849	2013	4
288.929	2013	5
188.165	2013	6
206.614	2013	7
177.859	2013	8
193.798	2013	9
205.365	2013	10
324.158	2013	11
349.099	2013	12
260.888	2014	1
147.083	2014	2
190.802	2014	3
316.709	2014	4
224.192	2014	5
214.465	2014	6
152.326	2014	7
203.129	2014	8
156.71	2014	9
161.127	2014	10
258.955	2014	11
347.74	2014	12
289.605	2015	1
277.792	2015	2
250.32	2015	3
275.445	2015	4
203.025	2015	5
208.279	2015	6
111.689	2015	7
114.089	2015	8
84.6531	2015	9
124.903	2015	10
239.986	2015	11
297.991	2015	12
